location,date,total_cases,new_cases,total_deaths,new_deaths,stringency_index,human_development_index
Australia,12/31/2019,0,0,0,0,0,0.939
Australia,1/1/2020,0,0,0,0,0,0.939
Australia,1/2/2020,0,0,0,0,0,0.939
Australia,1/3/2020,0,0,0,0,0,0.939
Australia,1/4/2020,0,0,0,0,0,0.939
Australia,1/5/2020,0,0,0,0,0,0.939
Australia,1/6/2020,0,0,0,0,0,0.939
Australia,1/7/2020,0,0,0,0,0,0.939
Australia,1/8/2020,0,0,0,0,0,0.939
Australia,1/9/2020,0,0,0,0,0,0.939
Australia,1/10/2020,0,0,0,0,0,0.939
Australia,1/11/2020,0,0,0,0,0,0.939
Australia,1/12/2020,0,0,0,0,0,0.939
Australia,1/13/2020,0,0,0,0,0,0.939
Australia,1/14/2020,0,0,0,0,0,0.939
Australia,1/15/2020,0,0,0,0,0,0.939
Australia,1/16/2020,0,0,0,0,0,0.939
Australia,1/17/2020,0,0,0,0,0,0.939
Australia,1/18/2020,0,0,0,0,0,0.939
Australia,1/19/2020,0,0,0,0,0,0.939
Australia,1/20/2020,0,0,0,0,0,0.939
Australia,1/21/2020,0,0,0,0,0,0.939
Australia,1/22/2020,0,0,0,0,0,0.939
Australia,1/23/2020,0,0,0,0,0,0.939
Australia,1/24/2020,0,0,0,0,0,0.939
Australia,1/25/2020,1,1,0,0,11.11,0.939
Australia,1/26/2020,4,3,0,0,11.11,0.939
Australia,1/27/2020,4,0,0,0,11.11,0.939
Australia,1/28/2020,4,0,0,0,11.11,0.939
Australia,1/29/2020,4,0,0,0,11.11,0.939
Australia,1/30/2020,6,2,0,0,11.11,0.939
Australia,1/31/2020,7,1,0,0,11.11,0.939
Australia,2/1/2020,9,2,0,0,19.44,0.939
Australia,2/2/2020,11,2,0,0,19.44,0.939
Australia,2/3/2020,11,0,0,0,19.44,0.939
Australia,2/4/2020,11,0,0,0,19.44,0.939
Australia,2/5/2020,12,1,0,0,19.44,0.939
Australia,2/6/2020,13,1,0,0,19.44,0.939
Australia,2/7/2020,14,1,0,0,19.44,0.939
Australia,2/8/2020,14,0,0,0,19.44,0.939
Australia,2/9/2020,14,0,0,0,19.44,0.939
Australia,2/10/2020,14,0,0,0,19.44,0.939
Australia,2/11/2020,14,0,0,0,19.44,0.939
Australia,2/12/2020,14,0,0,0,19.44,0.939
Australia,2/13/2020,14,0,0,0,19.44,0.939
Australia,2/14/2020,15,1,0,0,19.44,0.939
Australia,2/15/2020,15,0,0,0,19.44,0.939
Australia,2/16/2020,15,0,0,0,19.44,0.939
Australia,2/17/2020,15,0,0,0,19.44,0.939
Australia,2/18/2020,15,0,0,0,19.44,0.939
Australia,2/19/2020,15,0,0,0,19.44,0.939
Australia,2/20/2020,15,0,0,0,19.44,0.939
Australia,2/21/2020,17,2,0,0,19.44,0.939
Australia,2/22/2020,21,4,0,0,19.44,0.939
Australia,2/23/2020,22,1,0,0,19.44,0.939
Australia,2/24/2020,22,0,0,0,19.44,0.939
Australia,2/25/2020,22,0,0,0,19.44,0.939
Australia,2/26/2020,22,0,0,0,19.44,0.939
Australia,2/27/2020,23,1,0,0,19.44,0.939
Australia,2/28/2020,23,0,0,0,19.44,0.939
Australia,2/29/2020,25,2,0,0,19.44,0.939
Australia,3/1/2020,26,1,1,1,19.44,0.939
Australia,3/2/2020,29,3,1,0,19.44,0.939
Australia,3/3/2020,33,4,1,0,19.44,0.939
Australia,3/4/2020,41,8,1,0,19.44,0.939
Australia,3/5/2020,52,11,2,1,19.44,0.939
Australia,3/6/2020,59,7,2,0,19.44,0.939
Australia,3/7/2020,63,4,2,0,19.44,0.939
Australia,3/8/2020,74,11,3,1,19.44,0.939
Australia,3/9/2020,80,6,3,0,19.44,0.939
Australia,3/10/2020,100,20,3,0,19.44,0.939
Australia,3/11/2020,112,12,3,0,19.44,0.939
Australia,3/12/2020,126,14,3,0,19.44,0.939
Australia,3/13/2020,156,30,3,0,19.44,0.939
Australia,3/14/2020,197,41,3,0,19.44,0.939
Australia,3/15/2020,249,52,3,0,19.44,0.939
Australia,3/16/2020,298,49,5,2,30.56,0.939
Australia,3/17/2020,375,77,5,0,30.56,0.939
Australia,3/18/2020,454,79,5,0,36.11,0.939
Australia,3/19/2020,565,111,6,1,44.44,0.939
Australia,3/20/2020,709,144,6,0,47.22,0.939
Australia,3/21/2020,874,165,7,1,47.22,0.939
Australia,3/22/2020,1098,224,7,0,47.22,0.939
Australia,3/23/2020,1709,611,7,0,52.78,0.939
Australia,3/24/2020,1823,114,7,0,68.52,0.939
Australia,3/25/2020,2423,600,8,1,68.52,0.939
Australia,3/26/2020,2799,376,11,3,68.52,0.939
Australia,3/27/2020,3166,367,13,2,68.52,0.939
Australia,3/28/2020,3378,212,13,0,68.52,0.939
Australia,3/29/2020,3809,431,14,1,71.3,0.939
Australia,3/30/2020,4093,284,16,2,71.3,0.939
Australia,3/31/2020,4557,464,19,3,71.3,0.939
Australia,4/1/2020,4707,150,20,1,71.3,0.939
Australia,4/2/2020,4976,269,21,1,73.15,0.939
Australia,4/3/2020,5224,248,23,2,73.15,0.939
Australia,4/4/2020,5548,324,30,7,73.15,0.939
Australia,4/5/2020,5687,139,34,4,73.15,0.939
Australia,4/6/2020,5744,57,36,2,73.15,0.939
Australia,4/7/2020,5844,100,42,6,73.15,0.939
Australia,4/8/2020,5956,112,45,3,73.15,0.939
Australia,4/9/2020,6052,96,50,5,73.15,0.939
Australia,4/10/2020,6152,100,52,2,73.15,0.939
Australia,4/11/2020,6238,86,54,2,73.15,0.939
Australia,4/12/2020,6289,51,57,3,73.15,0.939
Australia,4/13/2020,6322,33,61,4,73.15,0.939
Australia,4/14/2020,6366,44,61,0,73.15,0.939
Australia,4/15/2020,6416,50,61,0,73.15,0.939
Australia,4/16/2020,6458,42,63,2,73.15,0.939
Australia,4/17/2020,6497,39,63,0,73.15,0.939
Australia,4/18/2020,6533,36,67,4,69.44,0.939
Australia,4/19/2020,6586,53,69,2,69.44,0.939
Australia,4/20/2020,6612,26,70,1,69.44,0.939
Australia,4/21/2020,6625,13,71,1,69.44,0.939
Australia,4/22/2020,6647,22,74,3,69.44,0.939
Australia,4/23/2020,6654,7,74,0,69.44,0.939
Australia,4/24/2020,6667,13,75,1,69.44,0.939
Australia,4/25/2020,6687,20,79,4,69.44,0.939
Australia,4/26/2020,6703,16,81,2,69.44,0.939
Australia,4/27/2020,6713,10,83,2,69.44,0.939
Australia,4/28/2020,6725,12,84,1,69.44,0.939
Australia,4/29/2020,6738,13,88,4,69.44,0.939
Australia,4/30/2020,6746,8,90,2,69.44,0.939
Australia,5/1/2020,6762,16,92,2,69.44,0.939
Australia,5/2/2020,6767,5,93,1,69.44,0.939
Australia,5/3/2020,6783,16,93,0,69.44,0.939
Australia,5/4/2020,6801,18,95,2,69.44,0.939
Australia,5/5/2020,6825,24,95,0,69.44,0.939
Australia,5/6/2020,6849,24,96,1,69.44,0.939
Australia,5/7/2020,6875,26,97,1,69.44,0.939
Australia,5/8/2020,6896,21,97,0,69.44,0.939
Australia,5/9/2020,6914,18,97,0,69.44,0.939
Australia,5/10/2020,6929,15,97,0,69.44,0.939
Australia,5/11/2020,6941,12,97,0,69.44,0.939
Australia,5/12/2020,6948,7,97,0,69.44,0.939
Australia,5/13/2020,6964,16,97,0,69.44,0.939
Australia,5/14/2020,6975,11,98,1,69.44,0.939
Australia,5/15/2020,6989,14,98,0,65.74,0.939
Australia,5/16/2020,7019,30,98,0,64.35,0.939
Australia,5/17/2020,7036,17,98,0,64.35,0.939
Australia,5/18/2020,7045,9,98,0,67.13,0.939
Australia,5/19/2020,7060,15,99,1,67.13,0.939
Australia,5/20/2020,7068,8,99,0,67.13,0.939
Australia,5/21/2020,7079,11,100,1,67.13,0.939
Australia,5/22/2020,7081,2,100,0,67.13,0.939
Australia,5/23/2020,7095,14,101,1,67.13,0.939
Australia,5/24/2020,7106,11,102,1,67.13,0.939
Australia,5/25/2020,7109,3,102,0,65.28,0.939
Australia,5/26/2020,7118,9,102,0,65.28,0.939
Australia,5/27/2020,7133,15,102,0,65.28,0.939
Australia,5/28/2020,7139,6,102,0,65.28,0.939
Australia,5/29/2020,7150,11,102,0,63.43,0.939
Australia,5/30/2020,7173,23,102,0,63.43,0.939
Australia,5/31/2020,7185,12,102,0,63.43,0.939
Australia,6/1/2020,7195,10,102,0,62.04,0.939
Australia,6/2/2020,7204,9,102,0,62.04,0.939
Australia,6/3/2020,7221,17,102,0,62.04,0.939
Australia,6/4/2020,7229,8,102,0,62.04,0.939
Australia,6/5/2020,7240,11,102,0,62.04,0.939
Australia,6/6/2020,7251,11,102,0,62.04,0.939
Australia,6/7/2020,7255,4,102,0,62.04,0.939
Australia,6/8/2020,7260,5,102,0,62.04,0.939
Australia,6/9/2020,7265,5,102,0,56.48,0.939
Australia,6/10/2020,7267,2,102,0,56.48,0.939
Australia,6/11/2020,7276,9,102,0,56.48,0.939
Australia,6/12/2020,7285,9,102,0,46.76,0.939
Australia,6/13/2020,7290,5,102,0,46.76,0.939
Australia,6/14/2020,7302,12,102,0,46.76,0.939
Australia,6/15/2020,7320,18,102,0,46.76,0.939
Australia,6/16/2020,7335,15,102,0,46.76,0.939
Australia,6/17/2020,7347,12,102,0,46.76,0.939
Australia,6/18/2020,7370,23,102,0,46.76,0.939
Australia,6/19/2020,7391,21,102,0,46.76,0.939
Australia,6/20/2020,7409,18,102,0,46.76,0.939
Australia,6/21/2020,7436,27,102,0,46.76,0.939
Australia,6/22/2020,7461,25,102,0,46.76,0.939
Australia,6/23/2020,7474,13,102,0,52.31,0.939
Australia,6/24/2020,7492,18,102,0,52.31,0.939
Australia,6/25/2020,7521,29,103,1,52.31,0.939
Australia,6/26/2020,7558,37,104,1,52.31,0.939
Australia,6/27/2020,7595,37,104,0,52.31,0.939
Australia,6/28/2020,7641,46,104,0,52.31,0.939
Australia,6/29/2020,7686,45,104,0,52.31,0.939
Australia,6/30/2020,7767,81,104,0,52.31,0.939
Australia,7/1/2020,7834,67,104,0,68.98,0.939
Australia,7/2/2020,7920,86,104,0,68.98,0.939
Australia,7/3/2020,8001,81,104,0,68.98,0.939
Australia,7/4/2020,8255,254,104,0,68.98,0.939
Australia,7/5/2020,8362,107,104,0,68.98,0.939
Australia,7/6/2020,8449,87,104,0,68.98,0.939
Australia,7/7/2020,8586,137,106,2,68.98,0.939
Australia,7/8/2020,8755,169,106,0,75.46,0.939
Australia,7/9/2020,8886,131,106,0,75.46,0.939
Australia,7/10/2020,9059,173,106,0,75.46,0.939
Australia,7/11/2020,9359,300,106,0,75.46,0.939
Australia,7/12/2020,9553,194,107,1,75.46,0.939
Australia,7/13/2020,9797,244,108,1,71.76,0.939
Australia,7/14/2020,9980,183,108,0,71.76,0.939
Australia,7/15/2020,10251,271,108,0,71.76,0.939
Australia,7/16/2020,10495,244,111,3,68.06,0.939
Australia,7/17/2020,10810,315,113,2,68.06,0.939
Australia,7/18/2020,11235,425,116,3,68.06,0.939
Australia,7/19/2020,11441,206,118,2,68.06,0.939
Australia,7/20/2020,11802,361,122,4,68.06,0.939
Australia,7/21/2020,12069,267,123,1,68.06,0.939
Australia,7/22/2020,12428,359,126,3,68.06,0.939
Australia,7/23/2020,12896,468,128,2,68.06,0.939
Australia,7/24/2020,13306,410,133,5,68.06,0.939
Australia,7/25/2020,13595,289,139,6,68.06,0.939
Australia,7/26/2020,13950,355,145,6,68.06,0.939
Australia,7/27/2020,14403,453,155,10,68.06,0.939
Australia,7/28/2020,14935,532,161,6,68.06,0.939
Australia,7/29/2020,15304,369,167,6,68.06,0.939
Australia,7/30/2020,15582,278,176,9,68.06,0.939
Australia,7/31/2020,16303,721,189,13,68.06,0.939
Australia,8/1/2020,16905,602,196,7,68.06,0.939
Australia,8/2/2020,17282,377,200,4,75.46,0.939
Australia,8/3/2020,17923,641,208,8,79.17,0.939
Australia,8/4/2020,18318,395,221,13,79.17,0.939
Australia,8/5/2020,18729,411,232,11,79.17,0.939
Australia,8/6/2020,19444,715,247,15,79.17,0.939
Australia,8/7/2020,19862,418,255,8,79.17,0.939
Australia,8/8/2020,20272,410,266,11,79.17,0.939
Australia,8/9/2020,20698,426,278,12,79.17,0.939
Australia,8/10/2020,21084,386,295,17,79.17,0.939
Australia,8/11/2020,21397,313,313,18,79.17,0.939
Australia,8/12/2020,21713,316,331,18,79.17,0.939
Australia,8/13/2020,22127,414,352,21,79.17,0.939
Australia,8/14/2020,22358,231,361,9,79.17,0.939
Australia,8/15/2020,22743,385,375,14,79.17,0.939
Australia,8/16/2020,23035,292,379,4,79.17,0.939
Australia,8/17/2020,23288,253,396,17,79.17,0.939
Australia,8/18/2020,23599,311,421,25,79.17,0.939
Australia,8/19/2020,23773,174,438,17,79.17,0.939
Australia,8/20/2020,23993,220,450,12,79.17,0.939
Australia,8/21/2020,24236,243,463,13,79.17,0.939
Australia,8/22/2020,24407,171,472,9,79.17,0.939
Australia,8/23/2020,24602,195,485,13,79.17,0.939
Australia,8/24/2020,24812,210,502,17,79.17,0.939
Australia,8/25/2020,24916,104,517,15,79.17,0.939
Australia,8/26/2020,25053,137,525,8,79.17,0.939
Australia,8/27/2020,25205,152,549,24,79.17,0.939
Australia,8/28/2020,25322,117,572,23,75.46,0.939
Australia,8/29/2020,25448,126,583,11,75.46,0.939
Australia,8/30/2020,25547,99,600,17,75.46,0.939
Australia,8/31/2020,25670,123,611,11,75.46,0.939
Australia,9/1/2020,25746,76,652,41,75.46,0.939
Australia,9/2/2020,25819,73,657,5,75.46,0.939
Australia,9/3/2020,25923,104,663,6,75.46,0.939
Australia,9/4/2020,26049,126,678,15,75.46,0.939
Australia,9/5/2020,26136,87,737,59,75.46,0.939
Australia,9/6/2020,26207,71,748,11,75.46,0.939
Australia,9/7/2020,26279,72,753,5,75.46,0.939
Australia,9/8/2020,26322,43,762,9,75.46,0.939
Australia,9/9/2020,26374,52,770,8,75.46,0.939
Australia,9/10/2020,26465,91,781,11,75.46,0.939
Australia,9/11/2020,26513,48,788,7,75.46,0.939
Australia,9/12/2020,26565,52,797,9,75.46,0.939
Australia,9/13/2020,26607,42,803,6,75.46,0.939
Australia,9/14/2020,26651,44,810,7,75.46,0.939
Australia,9/15/2020,26692,41,816,6,75.46,0.939
Australia,9/16/2020,26738,46,816,0,75.46,0.939
Australia,9/17/2020,26779,41,824,8,75.46,0.939
Australia,9/18/2020,26813,34,832,8,75.46,0.939
Australia,9/19/2020,26861,48,837,5,75.46,0.939
Australia,9/20/2020,26885,24,844,7,75.46,0.939
Australia,9/21/2020,26898,13,849,5,75.46,0.939
Australia,9/22/2020,26912,14,851,2,75.46,0.939
Australia,9/23/2020,26942,30,854,3,75.46,0.939
Australia,9/24/2020,26973,31,859,5,75.46,0.939
Australia,9/25/2020,26983,10,861,2,75.46,0.939
Australia,9/26/2020,27000,17,869,8,75.46,0.939
Australia,9/27/2020,27016,16,870,1,75.46,0.939
Australia,9/28/2020,27040,24,872,2,68.06,0.939
Australia,9/29/2020,27044,4,875,3,68.06,0.939
Australia,9/30/2020,27063,19,882,7,68.06,0.939
Australia,10/1/2020,27063,0,882,0,68.06,0.939
Australia,10/2/2020,27096,33,888,6,68.06,0.939
Australia,10/3/2020,27113,17,890,2,68.06,0.939
Australia,10/4/2020,27121,8,893,3,68.06,0.939
Australia,10/5/2020,27136,15,894,1,68.06,0.939
Australia,10/6/2020,27149,13,894,0,68.06,0.939
Australia,10/7/2020,27174,25,895,1,68.06,0.939
Australia,10/8/2020,27182,8,897,2,68.06,0.939
Australia,10/9/2020,27206,24,897,0,68.06,0.939
Australia,10/10/2020,27229,23,897,0,68.06,0.939
Australia,10/11/2020,27244,15,897,0,68.06,0.939
Australia,10/12/2020,27264,20,898,1,68.06,0.939
Australia,10/13/2020,27286,22,898,0,68.06,0.939
Australia,10/14/2020,27317,31,899,1,68.06,0.939
Australia,10/15/2020,27341,24,904,5,68.06,0.939
Australia,10/16/2020,27362,21,904,0,65.28,0.939
Australia,10/17/2020,27371,9,904,0,65.28,0.939
Australia,10/18/2020,27383,12,904,0,65.28,0.939
Australia,10/19/2020,27390,7,904,0,65.28,0.939
Australia,10/20/2020,27399,9,905,1,65.28,0.939
Australia,10/21/2020,27430,31,905,0,65.28,0.939
Australia,10/22/2020,27444,14,905,0,65.28,0.939
Australia,10/23/2020,27466,22,905,0,65.28,0.939
Australia,10/24/2020,27484,18,905,0,65.28,0.939
Australia,10/25/2020,27499,15,905,0,65.28,0.939
Australia,10/26/2020,27520,21,905,0,65.28,0.939
Australia,10/27/2020,27527,7,905,0,65.28,0.939
Australia,10/28/2020,27541,14,905,0,45.83,0.939
Australia,10/29/2020,27554,13,907,2,45.83,0.939
Australia,10/30/2020,27569,15,907,0,46.83,0.939
Australia,10/31/2020,27582,13,907,0,47.83,0.939
Bhutan,3/6/2020,1,1,0,0,31.48,0.612
Bhutan,3/12/2020,0,0,0,0,31.48,0.612
Bhutan,3/13/2020,1,0,0,0,31.48,0.612
Bhutan,3/14/2020,0,0,0,0,31.48,0.612
Bhutan,3/15/2020,1,0,0,0,31.48,0.612
Bhutan,3/16/2020,0,0,0,0,31.48,0.612
Bhutan,3/17/2020,1,0,0,0,31.48,0.612
Bhutan,3/18/2020,1,0,0,0,33.33,0.612
Bhutan,3/19/2020,1,0,0,0,33.33,0.612
Bhutan,3/20/2020,1,0,0,0,33.33,0.612
Bhutan,3/21/2020,2,1,0,0,33.33,0.612
Bhutan,3/22/2020,2,0,0,0,33.33,0.612
Bhutan,3/23/2020,2,0,0,0,38.89,0.612
Bhutan,3/24/2020,2,0,0,0,38.89,0.612
Bhutan,3/25/2020,2,0,0,0,38.89,0.612
Bhutan,3/26/2020,3,1,0,0,42.59,0.612
Bhutan,3/27/2020,3,0,0,0,83.33,0.612
Bhutan,3/28/2020,3,0,0,0,83.33,0.612
Bhutan,3/29/2020,4,1,0,0,83.33,0.612
Bhutan,3/30/2020,4,0,0,0,83.33,0.612
Bhutan,3/31/2020,4,0,0,0,83.33,0.612
Bhutan,4/1/2020,4,0,0,0,83.33,0.612
Bhutan,4/2/2020,5,1,0,0,83.33,0.612
Bhutan,4/3/2020,5,0,0,0,83.33,0.612
Bhutan,4/4/2020,5,0,0,0,83.33,0.612
Bhutan,4/5/2020,5,0,0,0,83.33,0.612
Bhutan,4/6/2020,5,0,0,0,83.33,0.612
Bhutan,4/7/2020,5,0,0,0,83.33,0.612
Bhutan,4/8/2020,5,0,0,0,83.33,0.612
Bhutan,4/9/2020,5,0,0,0,83.33,0.612
Bhutan,4/10/2020,5,0,0,0,83.33,0.612
Bhutan,4/11/2020,5,0,0,0,83.33,0.612
Bhutan,4/12/2020,5,0,0,0,83.33,0.612
Bhutan,4/13/2020,5,0,0,0,83.33,0.612
Bhutan,4/14/2020,5,0,0,0,83.33,0.612
Bhutan,4/15/2020,5,0,0,0,83.33,0.612
Bhutan,4/16/2020,5,0,0,0,83.33,0.612
Bhutan,4/17/2020,5,0,0,0,83.33,0.612
Bhutan,4/18/2020,5,0,0,0,83.33,0.612
Bhutan,4/19/2020,5,0,0,0,83.33,0.612
Bhutan,4/20/2020,5,0,0,0,83.33,0.612
Bhutan,4/21/2020,6,1,0,0,83.33,0.612
Bhutan,4/22/2020,6,0,0,0,83.33,0.612
Bhutan,4/23/2020,7,1,0,0,83.33,0.612
Bhutan,4/24/2020,7,0,0,0,83.33,0.612
Bhutan,4/25/2020,7,0,0,0,83.33,0.612
Bhutan,4/26/2020,7,0,0,0,83.33,0.612
Bhutan,4/27/2020,7,0,0,0,83.33,0.612
Bhutan,4/28/2020,7,0,0,0,83.33,0.612
Bhutan,4/29/2020,7,0,0,0,83.33,0.612
Bhutan,4/30/2020,7,0,0,0,83.33,0.612
Bhutan,5/1/2020,7,0,0,0,83.33,0.612
Bhutan,5/2/2020,7,0,0,0,83.33,0.612
Bhutan,5/3/2020,7,0,0,0,83.33,0.612
Bhutan,5/4/2020,7,0,0,0,83.33,0.612
Bhutan,5/5/2020,7,0,0,0,83.33,0.612
Bhutan,5/6/2020,7,0,0,0,83.33,0.612
Bhutan,5/7/2020,7,0,0,0,83.33,0.612
Bhutan,5/8/2020,7,0,0,0,83.33,0.612
Bhutan,5/9/2020,7,0,0,0,83.33,0.612
Bhutan,5/10/2020,7,0,0,0,83.33,0.612
Bhutan,5/11/2020,9,2,0,0,83.33,0.612
Bhutan,5/12/2020,11,2,0,0,83.33,0.612
Bhutan,5/13/2020,11,0,0,0,83.33,0.612
Bhutan,5/14/2020,15,4,0,0,83.33,0.612
Bhutan,5/15/2020,20,5,0,0,83.33,0.612
Bhutan,5/16/2020,21,1,0,0,83.33,0.612
Bhutan,5/17/2020,21,0,0,0,83.33,0.612
Bhutan,5/18/2020,21,0,0,0,83.33,0.612
Bhutan,5/19/2020,21,0,0,0,83.33,0.612
Bhutan,5/20/2020,21,0,0,0,83.33,0.612
Bhutan,5/21/2020,21,0,0,0,83.33,0.612
Bhutan,5/22/2020,21,0,0,0,83.33,0.612
Bhutan,5/23/2020,24,3,0,0,83.33,0.612
Bhutan,5/24/2020,24,0,0,0,83.33,0.612
Bhutan,5/25/2020,27,3,0,0,83.33,0.612
Bhutan,5/26/2020,27,0,0,0,83.33,0.612
Bhutan,5/27/2020,27,0,0,0,83.33,0.612
Bhutan,5/28/2020,28,1,0,0,83.33,0.612
Bhutan,5/29/2020,31,3,0,0,83.33,0.612
Bhutan,5/30/2020,33,2,0,0,83.33,0.612
Bhutan,5/31/2020,43,10,0,0,83.33,0.612
Bhutan,6/1/2020,43,0,0,0,83.33,0.612
Bhutan,6/2/2020,47,4,0,0,83.33,0.612
Bhutan,6/3/2020,47,0,0,0,83.33,0.612
Bhutan,6/4/2020,47,0,0,0,83.33,0.612
Bhutan,6/5/2020,48,1,0,0,83.33,0.612
Bhutan,6/6/2020,48,0,0,0,83.33,0.612
Bhutan,6/7/2020,48,0,0,0,83.33,0.612
Bhutan,6/8/2020,59,11,0,0,83.33,0.612
Bhutan,6/9/2020,59,0,0,0,83.33,0.612
Bhutan,6/10/2020,59,0,0,0,83.33,0.612
Bhutan,6/11/2020,62,3,0,0,83.33,0.612
Bhutan,6/12/2020,62,0,0,0,83.33,0.612
Bhutan,6/13/2020,62,0,0,0,83.33,0.612
Bhutan,6/14/2020,66,4,0,0,83.33,0.612
Bhutan,6/15/2020,66,0,0,0,83.33,0.612
Bhutan,6/16/2020,67,1,0,0,83.33,0.612
Bhutan,6/17/2020,67,0,0,0,83.33,0.612
Bhutan,6/18/2020,67,0,0,0,83.33,0.612
Bhutan,6/19/2020,67,0,0,0,83.33,0.612
Bhutan,6/20/2020,68,1,0,0,83.33,0.612
Bhutan,6/21/2020,68,0,0,0,83.33,0.612
Bhutan,6/22/2020,68,0,0,0,83.33,0.612
Bhutan,6/23/2020,69,1,0,0,83.33,0.612
Bhutan,6/24/2020,70,1,0,0,83.33,0.612
Bhutan,6/25/2020,70,0,0,0,83.33,0.612
Bhutan,6/26/2020,70,0,0,0,83.33,0.612
Bhutan,6/27/2020,75,5,0,0,83.33,0.612
Bhutan,6/28/2020,76,1,0,0,83.33,0.612
Bhutan,6/29/2020,76,0,0,0,83.33,0.612
Bhutan,6/30/2020,77,1,0,0,83.33,0.612
Bhutan,7/1/2020,77,0,0,0,71.3,0.612
Bhutan,7/2/2020,77,0,0,0,71.3,0.612
Bhutan,7/3/2020,77,0,0,0,71.3,0.612
Bhutan,7/4/2020,78,1,0,0,71.3,0.612
Bhutan,7/5/2020,78,0,0,0,71.3,0.612
Bhutan,7/6/2020,80,2,0,0,71.3,0.612
Bhutan,7/7/2020,80,0,0,0,71.3,0.612
Bhutan,7/8/2020,80,0,0,0,71.3,0.612
Bhutan,7/9/2020,80,0,0,0,71.3,0.612
Bhutan,7/10/2020,80,0,0,0,71.3,0.612
Bhutan,7/11/2020,82,2,0,0,71.3,0.612
Bhutan,7/12/2020,82,0,0,0,71.3,0.612
Bhutan,7/13/2020,84,2,0,0,71.3,0.612
Bhutan,7/14/2020,84,0,0,0,65.74,0.612
Bhutan,7/15/2020,84,0,0,0,65.74,0.612
Bhutan,7/16/2020,84,0,0,0,65.74,0.612
Bhutan,7/17/2020,86,2,0,0,65.74,0.612
Bhutan,7/18/2020,87,1,0,0,65.74,0.612
Bhutan,7/19/2020,87,0,0,0,65.74,0.612
Bhutan,7/20/2020,89,2,0,0,65.74,0.612
Bhutan,7/21/2020,90,1,0,0,65.74,0.612
Bhutan,7/22/2020,92,2,0,0,65.74,0.612
Bhutan,7/23/2020,92,0,0,0,65.74,0.612
Bhutan,7/24/2020,92,0,0,0,65.74,0.612
Bhutan,7/25/2020,92,0,0,0,65.74,0.612
Bhutan,7/26/2020,93,1,0,0,65.74,0.612
Bhutan,7/27/2020,95,2,0,0,65.74,0.612
Bhutan,7/28/2020,99,4,0,0,65.74,0.612
Bhutan,7/29/2020,99,0,0,0,65.74,0.612
Bhutan,7/30/2020,101,2,0,0,65.74,0.612
Bhutan,7/31/2020,101,0,0,0,65.74,0.612
Bhutan,8/1/2020,101,0,0,0,65.74,0.612
Bhutan,8/2/2020,102,1,0,0,65.74,0.612
Bhutan,8/3/2020,103,1,0,0,65.74,0.612
Bhutan,8/4/2020,103,0,0,0,65.74,0.612
Bhutan,8/5/2020,105,2,0,0,65.74,0.612
Bhutan,8/6/2020,105,0,0,0,65.74,0.612
Bhutan,8/7/2020,108,3,0,0,65.74,0.612
Bhutan,8/8/2020,108,0,0,0,65.74,0.612
Bhutan,8/9/2020,108,0,0,0,65.74,0.612
Bhutan,8/10/2020,110,2,0,0,65.74,0.612
Bhutan,8/11/2020,113,3,0,0,65.74,0.612
Bhutan,8/12/2020,113,0,0,0,65.74,0.612
Bhutan,8/13/2020,128,15,0,0,65.74,0.612
Bhutan,8/14/2020,131,3,0,0,65.74,0.612
Bhutan,8/15/2020,133,2,0,0,65.74,0.612
Bhutan,8/16/2020,133,0,0,0,65.74,0.612
Bhutan,8/17/2020,141,8,0,0,65.74,0.612
Bhutan,8/18/2020,146,5,0,0,65.74,0.612
Bhutan,8/19/2020,147,1,0,0,65.74,0.612
Bhutan,8/20/2020,150,3,0,0,65.74,0.612
Bhutan,8/21/2020,153,3,0,0,65.74,0.612
Bhutan,8/22/2020,153,0,0,0,65.74,0.612
Bhutan,8/23/2020,155,2,0,0,65.74,0.612
Bhutan,8/24/2020,155,0,0,0,65.74,0.612
Bhutan,8/25/2020,156,1,0,0,65.74,0.612
Bhutan,8/26/2020,173,17,0,0,65.74,0.612
Bhutan,8/27/2020,183,10,0,0,65.74,0.612
Bhutan,8/28/2020,184,1,0,0,65.74,0.612
Bhutan,8/29/2020,195,11,0,0,65.74,0.612
Bhutan,8/30/2020,195,0,0,0,65.74,0.612
Bhutan,8/31/2020,224,29,0,0,65.74,0.612
Bhutan,9/1/2020,225,1,0,0,74.07,0.612
Bhutan,9/2/2020,227,2,0,0,74.07,0.612
Bhutan,9/3/2020,227,0,0,0,74.07,0.612
Bhutan,9/4/2020,227,0,0,0,71.3,0.612
Bhutan,9/5/2020,228,1,0,0,71.3,0.612
Bhutan,9/6/2020,228,0,0,0,71.3,0.612
Bhutan,9/7/2020,230,2,0,0,68.52,0.612
Bhutan,9/8/2020,233,3,0,0,68.52,0.612
Bhutan,9/9/2020,234,1,0,0,68.52,0.612
Bhutan,9/10/2020,234,0,0,0,68.52,0.612
Bhutan,9/11/2020,238,4,0,0,68.52,0.612
Bhutan,9/12/2020,241,3,0,0,68.52,0.612
Bhutan,9/13/2020,244,3,0,0,68.52,0.612
Bhutan,9/14/2020,245,1,0,0,68.52,0.612
Bhutan,9/15/2020,246,1,0,0,68.52,0.612
Bhutan,9/16/2020,246,0,0,0,68.52,0.612
